nom_commercial,ar,quartier,etoiles,nb_chambres,lat,long
HÔTEL HARVEY,17,Batignolles-Monceau,3,32,48.877882,2.286581
HÔTEL REGYN'S MONTMARTRE,18,Buttes-Montmartre,2,22,48.884624,2.338153
HÔTEL LUXIA,18,Buttes-Montmartre,2,45,48.883725,2.34486
HÔTEL DU MOULIN,18,Buttes-Montmartre,2,27,48.885324,2.335092
HIPOTEL PARIS MONTMARTRE GARE DU NORD,18,Buttes-Montmartre,2,34,48.895225,2.347884
TIMHOTEL MONTMARTRE,18,Buttes-Montmartre,3,59,48.885761,2.338034
HÔTEL BORONALI,18,Buttes-Montmartre,3,36,48.888669,2.34796
HÔTEL MERRYL,18,Buttes-Montmartre,2,35,48.88541,2.360551
HÔTEL PAX,18,Buttes-Montmartre,2,35,48.886046,2.350052
HÔTEL MERCURE PARIS MONTMARTRE,18,Buttes-Montmartre,4,305,48.884999,2.329905
HÔTEL LE RELAIS MONTMARTRE,18,Buttes-Montmartre,4,26,48.885409,2.333546
HÔTEL IBIS PARIS MONTMARTRE,18,Buttes-Montmartre,3,326,48.885122,2.330046
HÔTEL LE MONTMARTRE SAINT-PIERRE,18,Buttes-Montmartre,3,48,48.88445,2.347265
HÔTEL AUDRAN,18,Buttes-Montmartre,2,39,48.885299,2.335957
BEST WESTERN MONTMARTRE,18,Buttes-Montmartre,4,49,48.888631,2.349805
ANDRÉ GILL,18,Buttes-Montmartre,2,31,48.882797,2.340051
HÔTEL KYRIAD PARIS 18 - PORTE DE CLIGNANCOURT - MONTMARTRE,18,Buttes-Montmartre,3,62,48.897035,2.345379
HÔTEL DE BELLEVUE,18,Buttes-Montmartre,3,38,48.88666,2.360933
HÔTEL DES ARTS,18,Buttes-Montmartre,3,50,48.8862,2.335235
HÔTEL IBIS PARIS ORNANO MONTMARTRE NORD,18,Buttes-Montmartre,3,86,48.896638,2.345705
HÔTEL MONTMARTRE,18,Buttes-Montmartre,1,30,48.883961,2.347167
IBIS STYLES PARIS MONTMARTRE NORD,18,Buttes-Montmartre,3,46,48.895253,2.340919
HÔTEL LE GRILLON DOUDEAUVILLE,18,Buttes-Montmartre,1,25,48.888313,2.34887
HÔTEL IBIS PARIS SACRÉ COEUR,18,Buttes-Montmartre,3,68,48.882566,2.341519
HOLIDAY INN PARIS MONTMARTRE,18,Buttes-Montmartre,4,54,48.888876,2.333177
HÔTEL MONTMARTROIS,18,Buttes-Montmartre,2,89,48.887466,2.346395
HÔTEL ROMA SACRÉ-COEUR,18,Buttes-Montmartre,2,54,48.889724,2.338737
HÔTEL DE FLORE,18,Buttes-Montmartre,3,43,48.890493,2.335217
HÔTEL KUBE PARIS,18,Buttes-Montmartre,4,40,48.88666,2.358647
PAVILLON DE MONTMARTRE,18,Buttes-Montmartre,3,30,48.885386,2.335147
THE MODERN HÔTEL MONTMARTRE,18,Buttes-Montmartre,2,37,48.884988,2.329304
HÔTEL LE SQUARA,18,Buttes-Montmartre,4,19,48.884137,2.332919
HÔTEL REGINA,18,Buttes-Montmartre,3,19,48.882691,2.342154
HÔTEL BASSS,18,Buttes-Montmartre,3,36,48.885493,2.335629
HÔTEL BEST WESTERN PLUS LE 18 PARIS,18,Buttes-Montmartre,4,49,48.896569,2.343629
COMFORT HÔTEL LAMARCK,18,Buttes-Montmartre,3,67,48.891199,2.338985
HÔTEL MONTMARTRE MON AMOUR,18,Buttes-Montmartre,4,24,48.886675,2.345003
DÉCLIC HÔTEL,18,Buttes-Montmartre,4,26,48.890763,2.338048
LE TERRASS HÔTEL,18,Buttes-Montmartre,4,92,48.886523,2.332955
LES JARDINS DE MONTMARTRE,18,Buttes-Montmartre,3,38,48.892883,2.341046
CHAT NOIR DESIGN HÔTEL,18,Buttes-Montmartre,4,39,48.883568,2.334099
HÔTEL SUITE NOVOTEL PARIS LA CHAPELLE,18,Buttes-Montmartre,4,187,48.90162,2.359719
HÔTEL 29 LEPIC,18,Buttes-Montmartre,3,41,48.885609,2.334419
HÔTEL HIPPODROME MONTMARTRE,18,Buttes-Montmartre,2,18,48.885242,2.329235
BEST WESTERN PRINCE MONTMARTRE,18,Buttes-Montmartre,3,31,48.893262,2.339769
HÔTEL IBIS BUDGET PARIS PORTE DE LA CHAPELLE,18,Buttes-Montmartre,2,213,48.901487,2.362131
HÔTEL EDEN MONTMARTRE,18,Buttes-Montmartre,3,35,48.892839,2.342836
HÔTEL BELLEVUE,18,Buttes-Montmartre,3,36,48.883943,2.345018
NOUVEAU PARIS PARK HÔTEL,19,Buttes-Chaumont,3,29,48.878353,2.384188
HÔTEL DE LA PERDRIX ROUGE,19,Buttes-Chaumont,2,29,48.875328,2.389008
HÔTEL RELAIS BERGSON,19,Buttes-Chaumont,2,20,48.880471,2.374279
HÔTEL DU QUAI DE SEINE,19,Buttes-Chaumont,2,30,48.887247,2.373234
HÔTEL LE CANAL,19,Buttes-Chaumont,3,36,48.887215,2.372936
HÔTEL DES BUTTES CHAUMONT,19,Buttes-Chaumont,2,19,48.882169,2.370818
HÔTEL HOLIDAY INN EXPRESS PARIS CANAL DE LA VILLETTE,19,Buttes-Chaumont,3,144,48.888385,2.378144
HÔTEL BALLADINS LA VILLETTE,19,Buttes-Chaumont,3,39,48.892502,2.374526
IBIS STYLES PARIS BUTTES-CHAUMONT,19,Buttes-Chaumont,3,54,48.884584,2.379351
HÔTEL ABRICOTEL,19,Buttes-Chaumont,2,39,48.883243,2.373723
HÔTEL PARIS VILLETTE,19,Buttes-Chaumont,2,44,48.89305,2.373077
HÔTEL IBIS PARIS LA VILLETTE CITE DES SCIENCES,19,Buttes-Chaumont,3,284,48.89201,2.385209
HÔTEL B&B PARIS PORTE DES LILAS,19,Buttes-Chaumont,2,265,48.879991,2.408072
HÔTEL LIBERTEL CANAL SAINT-MARTIN,19,Buttes-Chaumont,3,69,48.882304,2.371052
REIMS HÔTEL,19,Buttes-Chaumont,2,35,48.885872,2.366254
HÔTEL B&B PARIS PORTE DE LA VILLETTE,19,Buttes-Chaumont,2,162,48.901611,2.387185
HÔTEL IBIS BUDGET PARIS LA VILLETTE,19,Buttes-Chaumont,2,292,48.884373,2.37613
HÔTEL MERCURE PARIS LA VILLETTE,19,Buttes-Chaumont,4,182,48.888837,2.393452
HÔTEL PARIS LA VILLETTE FOREST HILL,19,Buttes-Chaumont,4,250,48.896915,2.385229
HÔTEL CRIMÉE,19,Buttes-Chaumont,3,31,48.891187,2.376343
HÔTEL CAMPANILE PARIS LA VILETTE,19,Buttes-Chaumont,3,208,48.893487,2.380072
HÔTEL TRÉMA,19,Buttes-Chaumont,3,18,48.890954,2.376227
HIPOTEL PARIS BUTTES CHAUMONT PYRÉNÉES,20,Ménilmontant,3,32,48.874256,2.387817
HIPOTEL PARIS PRINTANIA,20,Ménilmontant,2,65,48.853335,2.410225
HÔTEL NADAUD,20,Ménilmontant,2,26,48.865385,2.395075
HÔTEL IBIS PARIS PORTE DE MONTREUIL,20,Ménilmontant,3,175,48.854789,2.415193
HÔTEL LILAS GAMBETTA,20,Ménilmontant,2,34,48.874257,2.405245
HIPOTEL PARIS GAMBETTA,20,Ménilmontant,2,30,48.867501,2.396611
HIPOTEL PARIS BELGRAND,20,Ménilmontant,3,27,48.864502,2.40621
HÔTEL PARIS GAMBETTA,20,Ménilmontant,3,28,48.864097,2.397948
COMFORT HÔTEL DAVOUT NATION,20,Ménilmontant,3,63,48.855461,2.409889
HÔTEL TAMARIS,20,Ménilmontant,3,42,48.84859,2.40792
HÔTEL IBIS STYLES PARIS NATION PORTE DE MONTREUIL,20,Ménilmontant,3,60,48.855085,2.409469
SUPER HÔTEL,20,Ménilmontant,3,31,48.86539,2.398265
HÔTEL SCARLETT,20,Ménilmontant,3,30,48.873217,2.382775
TIMHOTEL NATION,20,Ménilmontant,3,50,48.851512,2.398999
LE PARIS VINGT,20,Ménilmontant,2,35,48.867947,2.400373
HÔTEL LA COMETE PARIS,20,Ménilmontant,3,30,48.848661,2.407906
